source_id,contaminant_name,contaminant_slug,metal_species,region_name,food_category,food_name,food_code,food_state,result_basis_original,basis,unit_normalized,n_rows,n_numeric_or_censored,n_non_detect,n_left_censored,n_unit_review,n_value_review,n_year_review,year_min,year_max,p10_lower_bound_ug_kg,p50_lower_bound_ug_kg,p90_lower_bound_ug_kg,p95_lower_bound_ug_kg,max_lower_bound_ug_kg,lod_min_ug_kg,loq_min_ug_kg,loq_max_ug_kg,food_origins,analytical_qa_values
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Alcoholic beverages,Beer and beer-like beverage,14.2.1,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Alcoholic beverages,Beer and beer-like beverage,14.2.1,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Alcoholic beverages,Liqueur and spirits,14.2.6,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Alcoholic beverages,Liqueur and spirits,14.2.6,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Alcoholic beverages,Wine,14.2.3,Cooked,As consumed,as_consumed,ug/kg,4,4,0,0,0,0,0,2007,2008,264.9,902,1179,1235,1290,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Alcoholic beverages,Wine,14.2.3,Cooked,As consumed,as_consumed,ug/kg,4,4,0,0,0,0,0,2007,2008,264.9,902,1179,1235,1290,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Alcoholic beverages,"Wine-like drinks (e.g. Cider, Perry)",14.2.2,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,797.2,1194,1591,1640,1690,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Alcoholic beverages,"Wine-like drinks (e.g. Cider, Perry)",14.2.2,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,797.2,1194,1591,1640,1690,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Bread & other cooked cereal products,CP 0179,Cooked,As consumed,as_consumed,ug/kg,48,48,0,0,0,0,0,2007,2009,0,2220,4292,6160,11100,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Bread & other cooked cereal products,CP 0179,Cooked,As consumed,as_consumed,ug/kg,48,48,0,0,0,0,0,2007,2009,0,2220,4292,6160,11100,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,CEREAL GRAINS,GC 0080,Cooked,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2007,2008,0,885.5,981.5,1011,1040,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,CEREAL GRAINS,GC 0080,Cooked,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2007,2008,0,885.5,981.5,1011,1040,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Maize,GC 0645,Cooked,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,0,761.5,942.8,1470,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Maize,GC 0645,Cooked,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,0,761.5,942.8,1470,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Rice,GC 0649,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Rice,GC 0649,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,7019,7019,7019,7019,7019,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Rice,GC 0649,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Rice,GC 0649,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,7019,7019,7019,7019,7019,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Wheat,GC 0654,Cooked,As consumed,as_consumed,ug/kg,13,13,0,0,0,0,0,2007,2009,1452,2310,4768,5210,5600,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Wheat,GC 0654,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,536.5,536.5,536.5,536.5,536.5,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Wheat,GC 0654,Cooked,As consumed,as_consumed,ug/kg,13,13,0,0,0,0,0,2007,2009,1452,2310,4768,5210,5600,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Wheat,GC 0654,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,536.5,536.5,536.5,536.5,536.5,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,White bread,CP 1211,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,1855,2075,2295,2323,2350,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,White bread,CP 1211,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,2740,2740,2740,2740,2740,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,White bread,CP 1211,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,1855,2075,2295,2323,2350,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,White bread,CP 1211,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,2740,2740,2740,2740,2740,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Wholemeal bread,CP 1212,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,2473,3005,3537,3604,3670,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Cereals and cereal-based products,Wholemeal bread,CP 1212,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,5628,5628,5628,5628,5628,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Wholemeal bread,CP 1212,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,2473,3005,3537,3604,3670,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Cereals and cereal-based products,Wholemeal bread,CP 1212,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,5628,5628,5628,5628,5628,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),Beans-based meals,16.4,Cooked,As consumed,as_consumed,ug/kg,4,4,0,0,0,0,0,2008,2009,1015,2085,3692,3911,4130,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),Beans-based meals,16.4,Cooked,As consumed,as_consumed,ug/kg,4,4,0,0,0,0,0,2008,2009,1015,2085,3692,3911,4130,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),Cereal-based dishes,16.1,Cooked,As consumed,as_consumed,ug/kg,58,58,0,0,0,0,0,2007,2009,873.4,1895,4994,5503,7600,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),Cereal-based dishes,16.1,Cooked,As consumed,as_consumed,ug/kg,58,58,0,0,0,0,0,2007,2009,873.4,1895,4994,5503,7600,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),"Egg-based meal (e.g., omelette)",16.8,Cooked,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,0,1500,3035,5900,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),"Egg-based meal (e.g., omelette)",16.8,Cooked,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,0,1500,3035,5900,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),Fish and seafood based meals,16.6,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2008,2008,2754,4810,6866,7123,7380,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),Fish and seafood based meals,16.6,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2008,2008,2754,4810,6866,7123,7380,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),Meat-based meals,16.5,Cooked,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2007,2009,555,1920,4410,4800,5190,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),Meat-based meals,16.5,Cooked,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2007,2009,555,1920,4410,4800,5190,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),Potato based dishes,16.3,Cooked,As consumed,as_consumed,ug/kg,10,10,0,0,0,0,0,2007,2009,0,2255,3314,3467,3620,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),Potato based dishes,16.3,Cooked,As consumed,as_consumed,ug/kg,10,10,0,0,0,0,0,2007,2009,0,2255,3314,3467,3620,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),Ready to eat soups,16.10,Cooked,As consumed,as_consumed,ug/kg,22,22,0,0,0,0,0,2007,2009,0,1016,2181,2448,3590,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),Ready to eat soups,16.10,Cooked,As consumed,as_consumed,ug/kg,22,22,0,0,0,0,0,2007,2009,0,1016,2181,2448,3590,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Composite food (including frozen products),Vegetable-based meals,16.7,Cooked,As consumed,as_consumed,ug/kg,12,12,0,0,0,0,0,2007,2009,684.6,2280,2691,4059,5720,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Composite food (including frozen products),Vegetable-based meals,16.7,Cooked,As consumed,as_consumed,ug/kg,12,12,0,0,0,0,0,2007,2009,684.6,2280,2691,4059,5720,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Drinking water (water without any additives except carbon dioxide; includes water ice for consumption),Bottled water,14.1.1.2,Raw,As consumed,as_consumed,ug/kg,30,30,0,0,0,0,0,2007,2009,0,0,0,342.6,1000,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Drinking water (water without any additives except carbon dioxide; includes water ice for consumption),Bottled water,14.1.1.2,Raw,As consumed,as_consumed,ug/kg,30,30,0,0,0,0,0,2007,2009,0,0,0,342.6,1000,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Drinking water (water without any additives except carbon dioxide; includes water ice for consumption),Tap water,14.1.1.1,Raw,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,0,0,176.3,705,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Drinking water (water without any additives except carbon dioxide; includes water ice for consumption),Tap water,14.1.1.1,Raw,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,0,0,176.3,705,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Eggs and egg products,Chicken eggs,PE 0840,Cooked,As consumed,as_consumed,ug/kg,14,14,0,0,0,0,0,2007,2009,0,0,1773,2689,3950,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Eggs and egg products,Chicken eggs,PE 0840,Cooked,As consumed,as_consumed,ug/kg,14,14,0,0,0,0,0,2007,2009,0,0,1773,2689,3950,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fats and oils of animal and vegetable (excluding butter),Fats and oils NES,A.11,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fats and oils of animal and vegetable (excluding butter),Fats and oils NES,A.11,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,218,218,218,218,218,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fats and oils of animal and vegetable (excluding butter),Fats and oils NES,A.11,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,0,0,0,0,0,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fats and oils of animal and vegetable (excluding butter),Fats and oils NES,A.11,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,218,218,218,218,218,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fats and oils of animal and vegetable (excluding butter),Lard (of pigs),FA 0818,Cooked,As consumed,as_consumed,ug/kg,4,4,0,0,0,0,0,2007,2009,0,397.5,2171,2465,2760,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fats and oils of animal and vegetable (excluding butter),Lard (of pigs),FA 0818,Cooked,As consumed,as_consumed,ug/kg,4,4,0,0,0,0,0,2007,2009,0,397.5,2171,2465,2760,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fats and oils of animal and vegetable (excluding butter),"Olive oil, refined",OR 0305,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,660.3,789.5,918.7,934.8,951,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fats and oils of animal and vegetable (excluding butter),"Olive oil, refined",OR 0305,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,660.3,789.5,918.7,934.8,951,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fats and oils of animal and vegetable (excluding butter),"Rape seed oil, edible",OR 0495,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,71.6,358,644.4,680.2,716,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fats and oils of animal and vegetable (excluding butter),"Rape seed oil, edible",OR 0495,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,71.6,358,644.4,680.2,716,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fats and oils of animal and vegetable (excluding butter),"Soya bean oil, refined",OR 0541,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,153,765,1377,1454,1530,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fats and oils of animal and vegetable (excluding butter),"Soya bean oil, refined",OR 0541,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,153,765,1377,1454,1530,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fats and oils of animal and vegetable (excluding butter),"Sunflower seed oil, edible",OR 0702,Cooked,As consumed,as_consumed,ug/kg,8,8,0,0,0,0,0,2007,2008,0,322.5,2766,4278,5790,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fats and oils of animal and vegetable (excluding butter),"Sunflower seed oil, edible",OR 0702,Cooked,As consumed,as_consumed,ug/kg,8,8,0,0,0,0,0,2007,2008,0,322.5,2766,4278,5790,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",CRUSTACEANS,WC 0143,Unknown,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2000,2000,3695,9613,15531,16270,17010,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",CRUSTACEANS,WC 0143,Unknown,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2000,2000,3695,9613,15531,16270,17010,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",FISHES,WF 0100,Cooked,As consumed,as_consumed,ug/kg,22,22,0,0,0,0,0,2007,2009,0,344.5,1752,2617,2890,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",FISHES,WF 0100,Cooked,As consumed,as_consumed,ug/kg,22,22,0,0,0,0,0,2007,2009,0,344.5,1752,2617,2890,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Mussels,IM 1003,Cooked,As consumed,as_consumed,ug/kg,10,10,0,0,0,0,0,2007,2009,16130,28650,81800,98900,116000,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Mussels,IM 1003,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,26133,26133,26133,26133,26133,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Mussels,IM 1003,Cooked,As consumed,as_consumed,ug/kg,10,10,0,0,0,0,0,2007,2009,16130,28650,81800,98900,116000,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Mussels,IM 1003,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,26133,26133,26133,26133,26133,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Oysters (including cupped oysters),IM 1004,Raw,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2008,2009,4440,7850,12300,13350,14400,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Oysters (including cupped oysters),IM 1004,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,8220,8220,8220,8220,8220,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Oysters (including cupped oysters),IM 1004,Raw,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2008,2009,4440,7850,12300,13350,14400,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Oysters (including cupped oysters),IM 1004,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,8220,8220,8220,8220,8220,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)","Salmon, Pacific",WD 0121,Cooked,As consumed,as_consumed,ug/kg,18,18,0,0,0,0,0,2007,2009,0,267.5,1577,4843,22600,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)","Salmon, Pacific",WD 0121,Cooked,As consumed,as_consumed,ug/kg,18,18,0,0,0,0,0,2007,2009,0,267.5,1577,4843,22600,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Scallops,IM 1005,Cooked,As consumed,as_consumed,ug/kg,5,5,0,0,0,0,0,2007,2009,4064,7530,14052,15576,17100,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Scallops,IM 1005,Cooked,As consumed,as_consumed,ug/kg,5,5,0,0,0,0,0,2007,2009,4064,7530,14052,15576,17100,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Shrimps and prawns,WC 0979,Cooked,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,10145,26650,38300,43450,53200,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Shrimps and prawns,WC 0979,Cooked,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,10145,26650,38300,43450,53200,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Tuna,WS 0952,Cooked,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2007,2008,0,0,2020,2520,3020,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Tuna,WS 0952,Cooked,As consumed,as_consumed,ug/kg,6,6,0,0,0,0,0,2007,2008,0,0,2020,2520,3020,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fruit and fruit products,Apple,FP 0226,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,761.8,1681,2600,2715,2830,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fruit and fruit products,Apple,FP 0226,Raw,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,929.5,1410,1645,2290,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fruit and fruit products,Apple,FP 0226,Cooked,As consumed,as_consumed,ug/kg,2,2,0,0,0,0,0,2007,2008,761.8,1681,2600,2715,2830,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fruit and fruit products,Apple,FP 0226,Raw,As consumed,as_consumed,ug/kg,16,16,0,0,0,0,0,2007,2009,0,929.5,1410,1645,2290,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fruit and fruit products,Apricot,FS 0240,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,1560,1560,1560,1560,1560,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fruit and fruit products,Apricot,FS 0240,Raw,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2007,2007,2350,2350,2350,2350,2350,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fruit and fruit products,Apricot,FS 0240,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,1560,1560,1560,1560,1560,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fruit and fruit products,Apricot,FS 0240,Raw,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2007,2007,2350,2350,2350,2350,2350,236,472,472,Unknown,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,EURO,Fruit and fruit products,Avocado,FI 0326,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,218,218,218,218,218,109,218,218,Imported,Officially accredited
who-gemsfood-heavy-metal-contaminants,Aluminium,aluminium,Al,European Union,Fruit and fruit products,Avocado,FI 0326,Unknown,As consumed,as_consumed,ug/kg,1,1,0,0,0,0,0,2000,2000,218,218,218,218,218,109,218,218,Imported,Officially accredited
