source_id,tds_food_number,tds_food_description,ingredient_slug,ingredient_label,analyte,analyte_slug,metal_species,units_original,normalized_unit,n,reported_zero_n,min_ppb_equivalent,p10_ppb_equivalent,p50_ppb_equivalent,p90_ppb_equivalent,p95_ppb_equivalent,max_ppb_equivalent,reporting_limit_min_ppb_equivalent,reporting_limit_max_ppb_equivalent,basis,review_state,notes
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Iodine,iodine,,ppb,ppb_equivalent,27,0,210,260,320,404,424,440,3,3,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Iron,iron,,ppb,ppb_equivalent,27,17,0,0,0,160,167,200,150,150,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Lead,lead,Pb,ppb,ppb_equivalent,27,27,0,0,0,0,0,0,1,1,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Magnesium,magnesium,,ppm,ppb_equivalent,27,0,92000,95000,110000,120000,120000,130000,1000,1000,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Manganese,manganese,,ppb,ppb_equivalent,27,27,0,0,0,0,0,0,25,25,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Mercury,mercury,tHg,ppb,ppb_equivalent,27,27,0,0,0,0,0,0,1,1,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Molybdenum,molybdenum,,ppb,ppb_equivalent,27,0,25,29,36,45.4,46,50,20,20,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Nickel,nickel,Ni,ppb,ppb_equivalent,27,27,0,0,0,0,0,0,20,20,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Phosphorus,phosphorus,,ppm,ppb_equivalent,27,0,780000,820000,970000,1000000,1000000,1100000,2000,2000,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Potassium,potassium,,ppm,ppb_equivalent,27,0,1300000,1300000,1500000,1600000,1600000,1600000,2000,2000,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Selenium,selenium,,ppb,ppb_equivalent,27,0,24,27.6,34,42.4,43.7,48,3,3,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Sodium,sodium,,ppm,ppb_equivalent,27,0,310000,330000,390000,410000,417000,430000,2000,2000,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Strontium,strontium,,ppb,ppb_equivalent,27,0,190,256,460,838,871,1200,40,40,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Uranium,uranium,U,ppb,ppb_equivalent,27,27,0,0,0,0,0,0,1,1,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Vanadium,vanadium,,ppb,ppb_equivalent,27,27,0,0,0,0,0,0,3,3,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,4,"Milk, skim, fluid",skim-milk,Skim milk,Zinc,zinc,,ppb,ppb_equivalent,27,0,3400,3560,4100,4500,4640,4700,50,50,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,10,"Cheese, American, processed",processed-american-cheese,Processed American cheese,Arsenic (total),arsenic-total,tAs,ppb,ppb_equivalent,3,0,5.3,5.9,8.3,10.46,10.73,11,3,3,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,10,"Cheese, American, processed",processed-american-cheese,Processed American cheese,Cadmium,cadmium,Cd,ppb,ppb_equivalent,3,0,2.4,2.42,2.5,3.3,3.4,3.5,1,1,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,10,"Cheese, American, processed",processed-american-cheese,Processed American cheese,Calcium,calcium,,ppm,ppb_equivalent,3,0,11900000,12400000,14400000,17680000,18090000,18500000,5000,5000,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
fda2022-tds-elements-fy2018-fy2020,10,"Cheese, American, processed",processed-american-cheese,Processed American cheese,Chromium,chromium,Cr,ppb,ppb_equivalent,3,0,240,252,300,380,390,400,50,50,FDA TDS prepared food/composite; reported concentration values retained,machine_extracted_reviewed_schema,
